id,created_at,activity_type,runner_id,search_method,search_input_hash,success,ip_address,user_agent,error_message,metadata
00c1bc1f-ad25-4d91-9bf1-ca6fe3e78c52,2026-05-09 07:09:11.535884+00,lookup,aa50dd04-a2dd-4f5c-9f4b-656031cedfb4,name,4b0e22cd5041161ad7db8ed6692834a83ab31bed8272f9ddbbbce2c43c232c74,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.4 Mobile/15E148 Safari/604.1",,{}
00c579ed-8c6c-45be-9055-9e1ea9b42e4e,2026-05-06 16:34:29.961206+00,lookup,0e8b58b9-97c0-42ea-bd3e-078aeffa5f23,id_card,6fdccd96713144e2f930c0667073b9f1021fbdc0ca4e7e0695870ba3386ff988,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H352 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone11,2;FBMD/iPhone;FBSN/iOS;FBSV/18.7.8;FBSS/3;FBID/phone;FBLC/en_Qaau_US;FBOP/5;FBRV/963482688;IABMV/1]",,{}
00c68307-d60b-4d65-ad05-b9ad8d022001,2026-05-06 23:06:29.740462+00,lookup,50abbdf0-dc48-40cd-86b6-e2f8d3e9cd48,name,1b2458bbd09b3d2785a5a44c762f3e616b19932f596da380d9c1569a91e805f9,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22E252 Safari/604.1 [FBAN/FBIOS;FBAV/558.0.0.58.74;FBBV/948561885;FBDV/iPhone14,7;FBMD/iPhone;FBSN/iOS;FBSV/18.4.1;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/957194181;IABMV/1]",,{}
00cf6aa8-7073-43a6-b8e8-81becebcf8f9,2026-05-08 06:06:44.761673+00,link_line_account,6037b0d1-d664-42aa-97a2-c9d6f49d1cb4,,,true,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36",,"{""bib"":""3459"",""user_agent"":""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36"",""line_app_url"":""line://app/2007692747-pOVazJLi?bib=3459""}"
00d24c45-05fa-4ee0-b476-4d5bdb8e0b68,2026-05-10 02:36:33.067547+00,add_google_wallet,a5259380-ece6-44bc-be2a-e10c8f33a02c,,,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E261 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone17,1;FBMD/iPhone;FBSN/iOS;FBSV/26.4.2;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/966644327;IABMV/1]",,"{""pass_url"":""https://pay.google.com/gp/v/save/eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJnb29nbGV3YWxsZXRAZGlnaXRhbC1nZWFyYm94LTQ3ODUwOC1tNy5pYW0uZ3NlcnZpY2VhY2NvdW50LmNvbSIsImF1ZCI6Imdvb2dsZSIsIm9yaWdpbnMiOltdLCJ0eXAiOiJzYXZldG93YWxsZXQiLCJpYXQiOjE3NzgzODA1OTIsInBheWxvYWQiOnsiZ2VuZXJpY09iamVjdHMiOlt7ImlkIjoiMzM4ODAwMDAwMDAyMzAyNzgyNi4yZjIwZTZlNi0xY2ZhLTRlYjEtOTU5MC1jYzg5YTg3MTc4ZjkiLCJjbGFzc0lkIjoiMzM4ODAwMDAwMDAyMzAyNzgyNi5yYWNlLXBhc3MtY2xhc3MtdjEiLCJnZW5lcmljVHlwZSI6IkdFTkVSSUNfVFlQRV9VTlNQRUNJRklFRCIsImhleEJhY2tncm91bmRDb2xvciI6IiMwMGFlZWYiLCJsb2dvIjp7InNvdXJjZVVyaSI6eyJ1cmkiOiJodHRwczovL2ltZzIucGljLmluLnRoL2h5MjEtMjAyNl9zdHJpcC0wNS0xMmQyNzg4NGQyZjdlZTFhNy5wbmcifX0sImNhcmRUaXRsZSI6eyJkZWZhdWx0VmFsdWUiOnsibGFuZ3VhZ2UiOiJlbiIsInZhbHVlIjoiSEFUWUFpMjEifX0sImxpbmtzTW9kdWxlRGF0YSI6eyJ1cmlzIjpbeyJ1cmkiOiJodHRwczovL3BheS5nb29nbGUuY29tL2dwL3YvY2FyZC8iLCJkZXNjcmlwdGlvbiI6Ik9mZmljaWFsIFdlYnNpdGUiLCJpZCI6Im9mZmljaWFsTGluayJ9XX0sInRleHRNb2R1bGVzRGF0YSI6W3siaWQiOiJpbmZvX3Jvd18wX2xlZnQiLCJoZWFkZXIiOiJCSUIiLCJib2R5IjoiMjE0MCJ9LHsiaWQiOiJpbmZvX3Jvd18wX21pZGRsZSIsImhlYWRlciI6IlJPVyIsImJvZHkiOiIzIn0seyJpZCI6ImluZm9fcm93XzBfcmlnaHQiLCJoZWFkZXIiOiJCTE9DSyIsImJvZHkiOiJDIn0seyJpZCI6ImluZm9fcm93XzFfbGVmdCIsImhlYWRlciI6IiIsImJvZHkiOiLguYDguKrguLfguYnguK3guYHguILguJnguIHguLjguJQifSx7ImlkIjoiaW5mb19yb3dfMV9taWRkbGUiLCJoZWFkZXIiOiIiLCJib2R5IjoiTSAoMzgqMjcpIn0seyJpZCI6ImluZm9fcm93XzFfcmlnaHQiLCJoZWFkZXIiOiJQcmUtT3JkZXIiLCJib2R5IjoiW-C4oeC4tV0ifV0sImhlcm9JbWFnZSI6eyJzb3VyY2VVcmkiOnsidXJpIjoiaHR0cHM6Ly9pbWcyLnBpYy5pbi50aC9oeTIxLTIwMjZfc3RyaXAtMTItMS5wbmcifX0sImhlYWRlciI6eyJkZWZhdWx0VmFsdWUiOnsibGFuZ3VhZ2UiOiJlbiIsInZhbHVlIjoiTmF0dGhhcGhvbiBQYWNoc2VlbmdvZW4ifX0sInN1YmhlYWRlciI6eyJkZWZhdWx0VmFsdWUiOnsibGFuZ3VhZ2UiOiJlbiIsInZhbHVlIjoi4Lij4Lix4Lia4Lia4Li04LiaIOC4p-C4seC4meC5gOC4quC4suC4o-C5jOC4l-C4teC5iCA5IOC4ni7guIQuIDI1NjkgOTowMCDguJkuIOKAkyAxOTowMCDguJkuIn19LCJiYXJjb2RlIjp7InR5cGUiOiJRUl9DT0RFIiwidmFsdWUiOiJodHRwczovL3J1bm5lci50aGFpLnJ1bi9IWTIxLTIwMjYvMjE0MCJ9fV0sImdlbmVyaWNDbGFzc2VzIjpbeyJpZCI6IjMzODgwMDAwMDAwMjMwMjc4MjYucmFjZS1wYXNzLWNsYXNzLXYxIiwiY2xhc3NUZW1wbGF0ZUluZm8iOnsiY2FyZFRlbXBsYXRlT3ZlcnJpZGUiOnsiY2FyZFJvd1RlbXBsYXRlSW5mb3MiOlt7InRocmVlSXRlbXMiOnsic3RhcnRJdGVtIjp7ImZpcnN0VmFsdWUiOnsiZmllbGRzIjpbeyJmaWVsZFBhdGgiOiJvYmplY3QudGV4dE1vZHVsZXNEYXRhWydpbmZvX3Jvd18wX2xlZnQnXSJ9XX19LCJtaWRkbGVJdGVtIjp7ImZpcnN0VmFsdWUiOnsiZmllbGRzIjpbeyJmaWVsZFBhdGgiOiJvYmplY3QudGV4dE1vZHVsZXNEYXRhWydpbmZvX3Jvd18wX21pZGRsZSddIn1dfX0sImVuZEl0ZW0iOnsiZmlyc3RWYWx1ZSI6eyJmaWVsZHMiOlt7ImZpZWxkUGF0aCI6Im9iamVjdC50ZXh0TW9kdWxlc0RhdGFbJ2luZm9fcm93XzBfcmlnaHQnXSJ9XX19fX0seyJ0aHJlZUl0ZW1zIjp7InN0YXJ0SXRlbSI6eyJmaXJzdFZhbHVlIjp7ImZpZWxkcyI6W3siZmllbGRQYXRoIjoib2JqZWN0LnRleHRNb2R1bGVzRGF0YVsnaW5mb19yb3dfMV9sZWZ0J10ifV19fSwibWlkZGxlSXRlbSI6eyJmaXJzdFZhbHVlIjp7ImZpZWxkcyI6W3siZmllbGRQYXRoIjoib2JqZWN0LnRleHRNb2R1bGVzRGF0YVsnaW5mb19yb3dfMV9taWRkbGUnXSJ9XX19LCJlbmRJdGVtIjp7ImZpcnN0VmFsdWUiOnsiZmllbGRzIjpbeyJmaWVsZFBhdGgiOiJvYmplY3QudGV4dE1vZHVsZXNEYXRhWydpbmZvX3Jvd18xX3JpZ2h0J10ifV19fX19XX19fV19fQ.YzNMD-6hanljoebbQpu_DI726Uo8OJ9ggy0xCvdUC6eNDJZ-hcfmz4DegS1NhlESC484XvV8tdUlGj4wpPQQa4ReDEI4ANx4j2RHyCmTz9U2bXv0Djs-T4-wGOBKWDNFsK5a3w8yuNDO007fvpucyuluiYn9UOOBqrmKvSf19gNEFnX8ZzzXrnqS1868dJ5xXiuWLDQkrwvMFeUgeBmJpHsG2SrnBTrcUZbtzKqkWNIktRY-m-YC1yecopdapbyp-HTnioQC1Yv7ywPlKfa4oPT8zVWZ5TxeGxRxTEmK2rw_GFzL1haGzPqotyuCp5Oa6opK0VFaD2xEF7yyUUGytA"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E261 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone17,1;FBMD/iPhone;FBSN/iOS;FBSV/26.4.2;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/966644327;IABMV/1]"",""wallet_type"":""google""}"
00d90574-6eae-4576-a2c7-f5e005b222cc,2026-05-09 14:51:13.079704+00,lookup,0016b6c1-4b8e-4545-a357-0edce61fa5d4,id_card,088295b3ac54f78d8790b6fef6ac890984df4c9b190d42f2abba955e1d511cd3,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22H352 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone14,3;FBMD/iPhone;FBSN/iOS;FBSV/18.7.8;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/965865141;IABMV/1]",,{}
01075f76-9248-43cb-83ec-76f1421b610b,2026-05-08 04:04:15.747033+00,lookup,3fefb22b-fc7c-4d8a-b576-badb862fa36a,name,9657433c7a6060ce34ca0cc2d09f16f046bfc9b7c54852ca5ce37d28059b6495,true,,"Mozilla/5.0 (Linux; Android 16; SM-S916B Build/BP2A.250605.031.A3) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.134 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/559.1.0.52.72;IABMV/1;]",,{}
010b18db-fd82-4aba-bf85-e0af8beff768,2026-05-09 02:50:14.064806+00,lookup,020e3486-0d8e-4bd5-b71a-727c014e1aaf,name,6d17c1d05bbe59ed09adc79c948fe1378cc718b470f5c6e514dd0becd849a086,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E261 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone14,3;FBMD/iPhone;FBSN/iOS;FBSV/26.4.2;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/965534266;IABMV/1]",,{}
012224ad-cd81-4c65-94b7-80bbcfc8e572,2026-05-09 09:30:21.013776+00,lookup,8898a36b-bcfa-4fbd-853d-e8661b271cf6,name,1bfffdc686db35212db08f72ed7386d0ab55fc0fc3521ec9d67c714973700608,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E261 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone17,2;FBMD/iPhone;FBSN/iOS;FBSV/26.4.2;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/966096466;IABMV/1]",,{}
013a7ddc-ea33-4c62-abb9-fda8388af53a,2026-07-03 06:39:33.593336+00,lookup,,id_card,25649503414bd85fab54c8d86c4cbb95027b6002a38f946814248f3604be14f1,false,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36",Runner not found,{}
0152b445-f48f-4fdc-b75d-75b01c4a9842,2026-05-09 05:27:02.144322+00,lookup,f26ebbc7-305d-4261-8398-8bc442fdea80,id_card,e2a2f37e6ff60b9b2e1cbef3ad23234282750b82c07604a9e1b7d709c86e7887,true,,"Mozilla/5.0 (Linux; Android 16; CPH2625 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36 Line/26.6.0/IAB",,{}
0157e876-dcca-4343-8bf0-52f03c7fc17d,2026-05-09 02:00:57.67409+00,lookup,b3d61e28-cfc1-4529-abe8-64e93812be08,id_card,479c5c4c4e20865828c5a3d52ab7c4be1bb8fec43991a4d6a6091be16cd7ca53,true,,"Mozilla/5.0 (Linux; Android 16; SM-S908E Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36 Line/26.6.1/IAB",,{}
015989a6-7452-4c92-bb12-12fe93c0e181,2026-05-08 01:44:52.077322+00,save_image,2571e2a9-4cfc-4f7f-8cfb-e2a8af9d4aa7,,,true,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/148.0.0.0 Safari/537.36",,"{""file_name"":""RunnerCard1_1664.png"",""image_format"":""png""}"
015fc967-682a-4da0-bb10-d1f25edb8bba,2026-05-07 04:00:56.941104+00,save_image,4bc07de8-2c1e-45ae-997f-c515b6d0b26d,,,true,,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,"{""file_name"":""RunnerCard1_2240.png"",""image_format"":""png""}"
0160a954-66cb-4f34-adf4-6d3bd7832e39,2026-05-07 05:40:37.623762+00,save_image,0c146210-1da5-414f-ac1f-55c463ee5ebc,,,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Safari Line/26.5.0",,"{""file_name"":""RunnerCard1_3098.png"",""image_format"":""png""}"
0175d690-b495-4a56-8717-885f5ab4c334,2026-05-09 07:21:26.092986+00,lookup,2f122f98-1fc8-4217-bd96-dba11afa3869,id_card,680209685dc9e3e19bb7468e903d7a0c935fdbba4c72f0c84bcc36d8334dce96,true,,"Mozilla/5.0 (Linux; Android 16; CPH2637 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36 Line/26.6.1/IAB",,{}
0180e412-90dd-4aed-982a-f265d091b38a,2026-05-09 00:01:56.616622+00,lookup,ab92bc3b-9edd-40f8-bb01-9b15930afa4f,id_card,8d7972e327eb7f186b26f9bdefb3c762f3bc8717f9dbab4c674013978be8d15b,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBAV/560.0.0.29.108;FBBV/961605262;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/26.3.1;FBSS/3;FBCR/;FBID/phone;FBLC/th_TH;FBOP/80]",,{}
018505f6-b6e3-4298-a7c2-8d107c5dbc95,2026-05-09 04:17:41.112402+00,lookup,,name,6bfcc5681be9dc0a30267b2c6070f6db422683ea3743c3e13f34c0c3dc5d8b7c,false,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.71(0x18004730) NetType/4G Language/en",Runner not found,{}
019cba7a-d6c6-4ff4-9049-d26c3c13aba0,2026-05-09 06:02:28.216228+00,lookup,,id_card,3678c3d4bc0cc70e68dc6c48e581da5ec74403e6f74c7f0719699ff0fa511734,false,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E261 Safari/604.1 [FBAN/FBIOS;FBAV/560.1.0.65.76;FBBV/963085760;FBDV/iPhone18,2;FBMD/iPhone;FBSN/iOS;FBSV/26.4.2;FBSS/3;FBID/phone;FBLC/en_Qaau_US;FBOP/5;FBRV/0;IABMV/1]",Runner not found,{}
01a5873e-78a2-4b69-8b33-43422fd11f50,2026-05-08 07:44:38.757687+00,link_line_account,05d3fd0e-456e-469a-a8f5-2db6f113186f,,,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23B85 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBID/phone;FBLC/en_Qaau_GB;FBOP/5;FBRV/964192021;IABMV/1]",,"{""bib"":""2644"",""user_agent"":""Mozilla/5.0 (iPhone; CPU iPhone OS 26_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23B85 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone15,4;FBMD/iPhone;FBSN/iOS;FBSV/26.1;FBSS/3;FBID/phone;FBLC/en_Qaau_GB;FBOP/5;FBRV/964192021;IABMV/1]"",""line_app_url"":""line://app/2007692747-pOVazJLi?bib=2644""}"
01ab0ee2-b51b-4c1b-938a-e732efdd3f78,2026-05-06 11:25:33.972652+00,lookup,2ecc8703-48e9-4830-b6d4-9e7a76d73f62,id_card,2bd7101bd4d61a23d7cfd49361b35e2832dace5b3e73f41b7561d45137d1e838,true,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E254 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone18,2;FBMD/iPhone;FBSN/iOS;FBSV/26.4.1;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/963254765;IABMV/1]",,{}
01bacdc1-e4c4-4be1-98cf-7e1478427bbf,2026-05-06 10:18:16.482944+00,lookup,adb49331-f051-475f-b6af-58c2493bfeab,name,614fe3a018469171f8a951fd0a8066efc0b18a999a053f3eeb652a14f1aaee4b,true,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,{}
01e0fe38-a0ad-43a4-a719-a4ea41d9aa7f,2026-05-06 08:19:30.132756+00,lookup,,id_card,51d84c8a285439264df65c0612dfbda2e6add36132cb86215850e5f3af7aa2d1,false,,"Mozilla/5.0 (Linux; Android 15; CPH2557 Build/AP3A.240617.008) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/559.1.0.52.72;IABMV/1;]",Runner not found,{}
01e703bb-0616-4a43-8597-90a8086345a8,2026-05-09 06:43:14.54023+00,lookup,,name,9ff4129e35191040135dd95444c074efa743ae9dd1a13279d2814b6886a4a5a1,false,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23C71 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone13,3;FBMD/iPhone;FBSN/iOS;FBSV/26.2.1;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/966096466;IABMV/1]",Runner not found,{}
01ede49d-b903-4eee-a7d5-64544a138474,2026-05-08 04:50:03.282756+00,lookup,,name,4030752a9ad4a1f957b58a4110a9892a3e9dec00ce38e9ddde9745ea2ed9f71e,false,,"Mozilla/5.0 (iPhone; CPU iPhone OS 26_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/23E261 Safari/604.1 [FBAN/FBIOS;FBAV/559.0.0.56.80;FBBV/955347213;FBDV/iPhone13,3;FBMD/iPhone;FBSN/iOS;FBSV/26.4.2;FBSS/3;FBID/phone;FBLC/th_Qaau_TH;FBOP/5;FBRV/964785902;IABMV/1]",Runner not found,{}
